ts,batch_size,avg_queue_ms,max_queue_ms,fill_pct,event
2026-03-17T15:45:30.242063800+00:00,64,9610.103,9610.103,52.7,not_in_window
2026-03-17T15:45:30.288657900+00:00,64,9656.665,9656.665,53.1,not_in_window
2026-03-17T15:45:30.335226200+00:00,64,9703.201,9703.201,53.3,not_in_window
2026-03-17T15:45:30.382100500+00:00,64,9750.154,9750.154,53.9,not_in_window
2026-03-17T15:45:30.445044400+00:00,64,9813.101,9813.101,54.1,not_in_window
2026-03-17T15:45:30.492839900+00:00,64,9860.737,9860.737,54.5,missed_init
2026-03-17T15:45:30.538677600+00:00,64,6854.769,6854.769,42.2,not_in_window
2026-03-17T15:45:30.585873700+00:00,64,6901.953,6901.953,42.8,not_in_window
2026-03-17T15:45:30.634135500+00:00,64,6950.201,6950.201,43.0,not_in_window
2026-03-17T15:45:30.682099600+00:00,64,6998.187,6998.187,43.4,not_in_window
2026-03-17T15:45:30.745418300+00:00,64,7061.487,7061.487,43.6,not_in_window
2026-03-17T15:45:30.793108600+00:00,64,7109.177,7109.177,44.1,not_in_window
2026-03-17T15:45:30.841059600+00:00,64,7157.131,7157.131,44.3,not_in_window
2026-03-17T15:45:30.888995+00:00,64,7205.050,7205.050,44.7,not_in_window
2026-03-17T15:45:30.936987500+00:00,64,7253.069,7253.069,44.9,not_in_window
2026-03-17T15:45:30.984923600+00:00,64,7301.006,7301.006,45.5,not_in_window
2026-03-17T15:45:31.032104600+00:00,64,7348.194,7348.194,45.7,not_in_window
2026-03-17T15:45:31.095749900+00:00,64,7411.829,7411.829,46.1,not_in_window
2026-03-17T15:45:31.143337900+00:00,64,7459.424,7459.424,46.3,not_in_window
2026-03-17T15:45:31.190691400+00:00,64,7506.744,7506.744,46.9,not_in_window
2026-03-17T15:45:31.238008200+00:00,64,7553.950,7553.950,47.1,not_in_window
2026-03-17T15:45:31.284712+00:00,64,7600.799,7600.799,47.5,not_in_window
2026-03-17T15:45:31.332098900+00:00,64,7648.189,7648.189,47.7,not_in_window
2026-03-17T15:45:31.393029900+00:00,64,7709.075,7709.075,48.2,not_in_window
2026-03-17T15:45:31.441606300+00:00,64,7757.690,7757.690,48.4,not_in_window
2026-03-17T15:45:31.488544900+00:00,64,7804.629,7804.629,48.8,not_in_window
2026-03-17T15:45:31.535842900+00:00,64,7851.915,7851.915,49.0,not_in_window
2026-03-17T15:45:31.582711300+00:00,64,7898.780,7898.780,49.6,not_in_window
2026-03-17T15:45:31.633672100+00:00,64,7949.712,7949.712,49.8,not_in_window
2026-03-17T15:45:31.693338500+00:00,64,8009.359,8009.359,50.2,not_in_window
2026-03-17T15:45:31.740399200+00:00,64,8056.469,8056.469,50.4,not_in_window
2026-03-17T15:45:31.787517400+00:00,64,8103.587,8103.587,51.0,not_in_window
2026-03-17T15:45:31.834830500+00:00,64,8150.885,8150.885,51.2,not_in_window
2026-03-17T15:45:31.882105300+00:00,64,8198.218,8198.218,51.4,not_in_window
2026-03-17T15:45:31.944536100+00:00,64,8260.620,8260.620,51.8,not_in_window
2026-03-17T15:45:31.992357100+00:00,64,8308.439,8308.439,52.1,not_in_window
2026-03-17T15:45:32.038260300+00:00,64,8354.344,8354.344,52.5,not_in_window
2026-03-17T15:45:32.085655400+00:00,64,8401.737,8401.737,52.7,not_in_window
2026-03-17T15:45:32.132800100+00:00,64,8448.847,8448.847,53.1,not_in_window
2026-03-17T15:45:32.195783600+00:00,64,8511.872,8511.872,53.5,not_in_window
2026-03-17T15:45:32.242435300+00:00,64,8558.512,8558.512,53.9,not_in_window
2026-03-17T15:45:32.287544900+00:00,64,8603.620,8603.620,54.1,not_in_window
2026-03-17T15:45:32.335110600+00:00,64,8651.183,8651.183,54.5,not_in_window
2026-03-17T15:45:32.397981800+00:00,64,8714.057,8714.057,54.9,not_in_window
2026-03-17T15:45:32.445038600+00:00,64,8761.093,8761.093,55.3,not_in_window
2026-03-17T15:45:32.493301100+00:00,64,8809.169,8809.169,55.5,not_in_window
2026-03-17T15:45:32.541162500+00:00,64,8857.243,8857.243,55.9,not_in_window
2026-03-17T15:45:32.587513100+00:00,64,8903.577,8903.577,56.2,not_in_window
2026-03-17T15:45:32.632822400+00:00,64,8948.895,8948.895,56.6,not_in_window
2026-03-17T15:45:32.696002200+00:00,64,9012.088,9012.088,56.8,not_in_window
2026-03-17T15:45:32.744124600+00:00,64,9060.200,9060.200,57.2,not_in_window
2026-03-17T15:45:32.791992500+00:00,64,9108.075,9108.075,57.6,not_in_window
2026-03-17T15:45:32.839447400+00:00,64,9155.521,9155.521,57.8,not_in_window
2026-03-17T15:45:32.886908200+00:00,64,9202.963,9202.963,58.2,not_in_window
2026-03-17T15:45:32.932667700+00:00,64,9248.720,9248.720,58.4,not_in_window
2026-03-17T15:45:32.995167800+00:00,64,9311.227,9311.227,59.0,not_in_window
2026-03-17T15:45:33.043344500+00:00,64,9359.422,9359.422,59.2,not_in_window
2026-03-17T15:45:33.090422100+00:00,64,9406.494,9406.494,59.6,not_in_window
2026-03-17T15:45:33.138494200+00:00,64,9454.548,9454.548,59.8,not_in_window
2026-03-17T15:45:33.185276200+00:00,64,9501.347,9501.347,60.4,not_in_window
2026-03-17T15:45:33.247245800+00:00,64,9563.320,9563.320,60.5,not_in_window
2026-03-17T15:45:33.295243+00:00,64,9611.260,9611.260,60.9,not_in_window
2026-03-17T15:45:33.342879600+00:00,64,9658.962,9658.962,61.1,not_in_window
2026-03-17T15:45:33.390796+00:00,64,9706.851,9706.851,61.7,not_in_window
2026-03-17T15:45:33.437129900+00:00,64,9753.186,9753.186,61.9,not_in_window
2026-03-17T15:45:33.484771700+00:00,64,9800.836,9800.836,62.3,not_in_window
2026-03-17T15:45:33.532967800+00:00,64,9849.047,9849.047,62.5,not_in_window
2026-03-17T15:45:33.595658300+00:00,64,9911.705,9911.705,63.1,not_in_window
2026-03-17T15:45:33.642875600+00:00,64,9958.951,9958.951,63.3,not_in_window
2026-03-17T15:45:33.689002400+00:00,64,10005.072,10005.072,63.7,not_in_window
2026-03-17T15:45:33.735119500+00:00,64,10051.186,10051.186,63.9,not_in_window
2026-03-17T15:45:33.796916200+00:00,64,10112.980,10112.980,64.5,not_in_window
2026-03-17T15:45:33.844321600+00:00,64,10160.405,10160.405,64.6,not_in_window
2026-03-17T15:45:33.891230200+00:00,64,10207.312,10207.312,65.0,not_in_window
2026-03-17T15:45:33.938233800+00:00,64,10254.288,10254.288,65.2,not_in_window
2026-03-17T15:45:33.984701300+00:00,64,10300.604,10300.604,65.6,not_in_window
2026-03-17T15:45:34.047344200+00:00,64,10363.403,10363.403,66.0,not_in_window
2026-03-17T15:45:34.093252900+00:00,64,10409.339,10409.339,66.2,not_in_window
2026-03-17T15:45:34.141348500+00:00,64,10457.393,10457.393,66.6,not_in_window
2026-03-17T15:45:34.188592200+00:00,64,10504.657,10504.657,67.0,not_in_window
2026-03-17T15:45:34.235216700+00:00,64,10551.251,10551.251,67.4,not_in_window
2026-03-17T15:45:34.296538300+00:00,64,10612.602,10612.602,67.6,not_in_window
2026-03-17T15:45:34.343407300+00:00,64,10659.485,10659.485,68.0,not_in_window
2026-03-17T15:45:34.391458700+00:00,64,10707.535,10707.535,68.4,not_in_window
2026-03-17T15:45:34.438745300+00:00,64,10754.671,10754.671,68.8,not_in_window
2026-03-17T15:45:34.485466400+00:00,64,10801.505,10801.505,68.9,not_in_window
2026-03-17T15:45:34.547180700+00:00,64,10863.252,10863.252,69.3,not_in_window
2026-03-17T15:45:34.593703500+00:00,64,10909.789,10909.789,69.7,not_in_window
2026-03-17T15:45:34.639283600+00:00,64,10955.366,10955.366,70.1,not_in_window
2026-03-17T15:45:34.686720+00:00,64,11002.790,11002.790,70.3,not_in_window
2026-03-17T15:45:34.734862400+00:00,64,11050.916,11050.916,70.7,not_in_window
2026-03-17T15:45:34.797679700+00:00,64,11113.747,11113.747,71.1,not_in_window
2026-03-17T15:45:34.844641300+00:00,64,11160.723,11160.723,71.5,not_in_window
2026-03-17T15:45:34.892025400+00:00,64,11208.112,11208.112,71.7,not_in_window
2026-03-17T15:45:34.939514500+00:00,64,11255.597,11255.597,72.1,not_in_window
2026-03-17T15:45:34.985624100+00:00,64,11301.646,11301.646,72.5,not_in_window
2026-03-17T15:45:35.034495100+00:00,64,11350.535,11350.535,72.7,not_in_window
2026-03-17T15:45:35.095723500+00:00,64,11411.720,11411.720,73.0,not_in_window
2026-03-17T15:45:35.142644100+00:00,64,11458.697,11458.697,73.2,not_in_window
2026-03-17T15:45:35.190559600+00:00,64,11506.628,11506.628,73.8,not_in_window
2026-03-17T15:45:35.238488500+00:00,64,11554.571,11554.571,74.0,not_in_window
2026-03-17T15:45:35.285489100+00:00,64,11601.575,11601.575,74.4,not_in_window
2026-03-17T15:45:35.347600600+00:00,64,11663.607,11663.607,74.6,not_in_window
2026-03-17T15:45:35.395546+00:00,64,11711.579,11711.579,75.2,not_in_window
2026-03-17T15:45:35.442112700+00:00,64,11758.194,11758.194,75.4,not_in_window
2026-03-17T15:45:35.488297300+00:00,64,11804.123,11804.123,75.8,missed_init
2026-03-17T15:45:35.535064700+00:00,64,8643.260,8643.260,63.5,not_in_window
2026-03-17T15:45:35.596569200+00:00,64,8704.692,8704.692,64.1,not_in_window
2026-03-17T15:45:35.642759600+00:00,64,8750.945,8750.945,64.3,not_in_window
2026-03-17T15:45:35.690753400+00:00,64,8798.940,8798.940,64.6,not_in_window
2026-03-17T15:45:35.737312200+00:00,64,8845.468,8845.468,64.8,not_in_window
2026-03-17T15:45:35.785412600+00:00,64,8893.519,8893.519,65.2,not_in_window
2026-03-17T15:45:35.847074800+00:00,64,8955.238,8955.238,65.6,not_in_window
2026-03-17T15:45:35.894806100+00:00,64,9003.000,9003.000,65.8,not_in_window
2026-03-17T15:45:35.941950100+00:00,64,9050.113,9050.113,66.2,not_in_window
2026-03-17T15:45:35.989949700+00:00,64,9098.127,9098.127,66.6,not_in_window
2026-03-17T15:45:36.037315200+00:00,64,9145.482,9145.482,67.0,not_in_window
