ts,event,fault_id,target,kind,duration_ms,component,recovery_ms,aborted,note
2026-03-21T12:52:20.958404400+00:00,recovery,0fa81736-0468-46b1-abbe-9b254b13f04e,,,,attitude,21.4,false,
2026-03-21T12:53:20.791193700+00:00,inject,f4cdf048-959d-4552-9ce1-39446c73398f,thermal,delay,150,,,,
2026-03-21T12:53:20.963797800+00:00,recovery,f4cdf048-959d-4552-9ce1-39446c73398f,,,,thermal,21.8,false,
2026-03-21T12:54:20.791964700+00:00,inject,d2128eae-7045-41a9-bfb1-961518984d44,power,corrupt,200,,,,
2026-03-21T12:54:21.002675200+00:00,recovery,d2128eae-7045-41a9-bfb1-961518984d44,,,,power,9.7,false,
2026-03-21T12:57:15.514896800+00:00,inject,381c0c24-ff5f-4b36-ae07-c75b1e8e0b59,power,corrupt,200,,,,
2026-03-21T12:57:15.805484800+00:00,recovery,381c0c24-ff5f-4b36-ae07-c75b1e8e0b59,,,,power,88.5,false,
2026-03-21T13:00:27.516284900+00:00,inject,4d5718d7-bdb0-42d1-b33b-419cf452f930,power,corrupt,200,,,,
2026-03-21T13:00:27.811141500+00:00,recovery,4d5718d7-bdb0-42d1-b33b-419cf452f930,,,,power,93.2,false,
2026-03-21T13:01:59.831404300+00:00,inject,c55f20ff-b65c-4576-a466-a92a26b55e8f,power,corrupt,200,,,,
2026-03-21T13:02:00.121077+00:00,recovery,c55f20ff-b65c-4576-a466-a92a26b55e8f,,,,power,87.2,false,
2026-03-21T13:11:03.384069900+00:00,inject,353a6ed9-5a6f-438e-b8b7-f7987c085675,power,corrupt,200,,,,
2026-03-21T13:11:03.678139+00:00,recovery,353a6ed9-5a6f-438e-b8b7-f7987c085675,,,,power,91.4,false,
2026-03-21T13:12:03.384738900+00:00,inject,c7731199-1e9e-413a-8ab7-24ca58724eb2,attitude,pause,150,,,,
2026-03-21T13:12:03.712167800+00:00,recovery,c7731199-1e9e-413a-8ab7-24ca58724eb2,,,,attitude,168.5,false,
2026-03-21T13:14:44.938048900+00:00,inject,0f6a0edb-4ba9-48ed-a4f3-110314281332,power,corrupt,200,,,,
2026-03-21T13:14:45.230023800+00:00,recovery,0f6a0edb-4ba9-48ed-a4f3-110314281332,,,,power,88.9,false,
2026-03-21T13:15:44.938163300+00:00,inject,45437aeb-6f99-4961-9bf7-3ed72667d0e7,attitude,pause,150,,,,
2026-03-21T13:15:45.114186+00:00,recovery,45437aeb-6f99-4961-9bf7-3ed72667d0e7,,,,attitude,25.0,false,
2026-03-21T13:30:10.300175500+00:00,inject,7afb28ed-4c0b-4724-afc0-b13494c32064,power,corrupt,200,,,,
2026-03-21T13:30:10.591379800+00:00,recovery,7afb28ed-4c0b-4724-afc0-b13494c32064,,,,power,89.9,false,
2026-03-21T13:31:10.300671+00:00,inject,f263c5e1-6515-4424-b935-844a8d3181a5,attitude,pause,150,,,,
2026-03-21T13:31:10.521980900+00:00,recovery,f263c5e1-6515-4424-b935-844a8d3181a5,,,,attitude,70.5,false,
2026-03-21T13:32:10.304323700+00:00,inject,3b37c6d7-21a7-4ccc-b26c-99332ec2c976,thermal,delay,150,,,,
2026-03-21T13:32:10.479183500+00:00,recovery,3b37c6d7-21a7-4ccc-b26c-99332ec2c976,,,,thermal,24.7,false,
2026-03-21T13:33:10.300496900+00:00,inject,3dc77175-aa70-4b81-88df-eda43e8c55f8,power,corrupt,200,,,,
2026-03-21T13:33:10.530159200+00:00,recovery,3dc77175-aa70-4b81-88df-eda43e8c55f8,,,,power,22.2,false,
2026-03-21T13:34:10.302002400+00:00,inject,73a709ae-678c-41e3-b5cc-688c6eb6243a,attitude,pause,150,,,,
2026-03-21T13:34:10.595751300+00:00,recovery,73a709ae-678c-41e3-b5cc-688c6eb6243a,,,,attitude,143.3,false,
2026-03-21T13:35:10.302219100+00:00,inject,2fd782c7-5202-4fa9-9b64-d6a0cd713f47,thermal,delay,150,,,,
2026-03-21T13:35:10.469010500+00:00,recovery,2fd782c7-5202-4fa9-9b64-d6a0cd713f47,,,,thermal,16.5,false,
2026-03-21T13:59:48.131033900+00:00,inject,64aae3c9-011f-46dd-bfbf-e378a612ad8d,power,corrupt,200,,,,
2026-03-21T13:59:48.419698200+00:00,recovery,64aae3c9-011f-46dd-bfbf-e378a612ad8d,,,,power,86.5,false,
2026-03-21T14:00:48.131144300+00:00,inject,ba08e1fc-079f-410a-bb64-94a1d22d3e05,attitude,pause,150,,,,
2026-03-21T14:00:48.314708200+00:00,recovery,ba08e1fc-079f-410a-bb64-94a1d22d3e05,,,,attitude,26.9,false,
2026-03-21T14:17:30.071720+00:00,inject,a002ae72-c468-41ed-8b31-daab6861f380,power,corrupt,200,,,,
2026-03-21T14:17:30.364061200+00:00,recovery,a002ae72-c468-41ed-8b31-daab6861f380,,,,power,89.6,false,
2026-03-21T14:18:01.468860300+00:00,inject,dc2c5d77-0f80-49ae-8671-d1cfcef581c5,power,corrupt,200,,,,
2026-03-21T14:18:01.766820500+00:00,recovery,dc2c5d77-0f80-49ae-8671-d1cfcef581c5,,,,power,94.9,false,
2026-03-21T14:19:01.482456800+00:00,inject,0c5a224a-005c-4bbd-a2c5-24fc5a510dfd,attitude,pause,150,,,,
2026-03-21T14:19:01.781158+00:00,recovery,0c5a224a-005c-4bbd-a2c5-24fc5a510dfd,,,,attitude,148.2,false,
2026-03-21T14:20:01.493157500+00:00,inject,fccf195d-890e-4a81-aa9e-5a4b39c2f1a4,thermal,delay,150,,,,
2026-03-21T14:20:01.666067700+00:00,recovery,fccf195d-890e-4a81-aa9e-5a4b39c2f1a4,,,,thermal,22.1,false,
2026-03-21T14:26:50.705867200+00:00,inject,0dd70e3f-3029-4932-863e-bb6ff5577d05,power,corrupt,200,,,,
2026-03-21T14:26:50.991084300+00:00,recovery,0dd70e3f-3029-4932-863e-bb6ff5577d05,,,,power,83.8,false,
2026-03-21T14:27:50.706250900+00:00,inject,2ac1ea2c-1682-4ea5-8fe4-6384f7dbce41,attitude,pause,150,,,,
2026-03-21T14:27:50.932578300+00:00,recovery,2ac1ea2c-1682-4ea5-8fe4-6384f7dbce41,,,,attitude,64.1,false,
2026-03-21T14:28:50.706244800+00:00,inject,72555d49-51f9-45cd-a560-a7c38970f6f8,thermal,delay,150,,,,
2026-03-21T14:28:50.890698+00:00,recovery,72555d49-51f9-45cd-a560-a7c38970f6f8,,,,thermal,33.5,false,
2026-03-21T14:29:50.706246800+00:00,inject,6031fcc2-0052-44b6-bf87-05a89b1d281e,power,corrupt,200,,,,
2026-03-21T14:29:50.927854700+00:00,recovery,6031fcc2-0052-44b6-bf87-05a89b1d281e,,,,power,16.1,false,
2026-03-21T14:40:44.776090900+00:00,inject,88bb0477-e348-4c47-84a4-d1f251397ae5,power,corrupt,200,,,,
2026-03-21T14:40:45.478977300+00:00,recovery,88bb0477-e348-4c47-84a4-d1f251397ae5,,,,unknown,1000.0,true,
2026-03-21T14:41:44.785932900+00:00,inject,788d3034-86c1-4978-a9de-255d928d3487,attitude,pause,150,,,,
2026-03-21T14:41:45.011468+00:00,recovery,788d3034-86c1-4978-a9de-255d928d3487,,,,attitude,74.5,false,
2026-03-21T14:47:14.502197100+00:00,inject,6346948f-0fba-4289-a6c4-64014da43261,power,corrupt,200,,,,
2026-03-21T14:47:14.798278700+00:00,recovery,6346948f-0fba-4289-a6c4-64014da43261,,,,power,94.5,false,
2026-03-21T14:48:14.500576100+00:00,inject,541d114c-1bae-41eb-9235-68cf43d3ad9a,attitude,pause,150,,,,
2026-03-21T14:48:14.771566700+00:00,recovery,541d114c-1bae-41eb-9235-68cf43d3ad9a,,,,attitude,98.9,false,
